ID,Text,Translation,VoiceActor,Context
340208038771,Ultra,,,options:Terrain detail is set to Ultra
921959811873,Low,,,options:Effects detail is set to Low
177066169751,Medium,,,options:Effects detail is set to Medium
354778733499,High,,,options:Effects detail is set to High
107890243019,Ultra,,,options:Effects detail is set to Ultra
157135452050,Low,,,options:View distance is set to Low
108271291689,Medium,,,options:View distance is set to Medium
215175247095,High,,,options:View distance is set to High
239271893639,Ultra,,,options:View distance is set to Ultra
642008481801,Off,,,options:Shadows are turned off
770274668602,Low,,,options:Shadows quality is set to Low
955331005438,Medium,,,options:Shadows quality is set to Medium
875151214288,High,,,options:Shadows quality is set to High
727329502546,This option is forced based on the current anti-aliasing option.,,,
237540095950,AMD FidelityFX Super Resolution 1.0 is a cutting edge super-optimized spatial upscaling technology that produces impressive image quality at fast framerates.,,,
663907815524,Bilinear,,,options:Bilinear upscaling method
168111358410,The final image is upscaled using a quick bilinear filter.,,,
372575555234,Native (<percent(100)>),,,options:Resolution percent 100%
908658168865,Ultra Quality (<percent(77)>),,,options:Resolution percent 77%
924914589055,Quality (<percent(67)>),,,options:Resolution percent 67%
359371270894,Balanced (<percent(59)>),,,options:Resolution percent 59%
326717026030,Performance (<percent(50)>),,,options:Resolution percent 50%
243189993265,Ultra Performance (<percent(33)>),,,options:Resolution percent 33%
392695272733,Off,,,options:Antialiasing is turned off
261152948496,Fast Approximate Anti-Aliasing (FXAA) is a high performance and high quality screen-space software approximation to anti-aliasing.,,,
941529887409,"Enhanced Subpixel Morphological Anti-Aliasing (SMAA) is an image-based, post-processing anti-aliasing technique.",,,
872180326804,Automatically picks a temporal anti-aliasing technique based on the machine's GPU.,,,
931850450677,NVIDIA DLSS uses AI Super Resolution to provide the highest possible frame rates at maximum graphics settings. DLSS requires an NVIDIA RTX graphics card.,,,
266757012718,AMD FidelityFX Super Resolution 2 is a cutting-edge temporal upscaling algorithm that produces high resolution frames from lower resolution inputs.,,,
825363827167,Intel Xe Super Sampling (XeSS) technology uses machine learning to deliver higher performance with exceptional image quality.,,,
692210423102,Off,,,options:Anisotropy is turned off
709410953049,Low,,,options:Lights are turned to Low
943866004028,Medium,,,options:Lights are turned to Medium
364201072641,High,,,options:Lights are turned to High
717573023955,Very Low,,,options:Object detail is turned to Very Low
432248124587,Low,,,options:Postprocessing is turned to Low
550662244805,Medium,,,options:Postprocessing is turned to Medium
157332897114,High,,,options:Postprocessing is turned to High
591239139006,Ultra,,,options:Postprocessing is turned to Ultra
571191621995,Off,,,options:Sharpness is turned Off
291279322471,Low,,,options:Sharpness is turned to Low
548203462360,Medium,,,options:Sharpness is turned to Medium
213880173168,High,,,options:Sharpness is turned to High
412409389789,Display,,,
517337015408,DISPLAY,,,
255390845026,Video,,,
325469437176,VIDEO,,,
278460229053,AUDIO,,,
973319776875,Audio,,,
431903983139,CONTROLS,,,
437489721989,Controls,,,
350787334289,Gameplay,,,
858632259775,GAMEPLAY,,,
852769320242,KEY BINDINGS,,,
867036363190,Key Bindings,,,
454731851212,Mod Options,,,
655539268008,MOD OPTIONS,,,
173037664401,Change Profile,,,
584707216514,CHANGE PROFILE,,,
283802894796,Credits,,,
465539577876,CREDITS,,,
868478948977,<arg1>:<arg2>:<arg3>,<arg1>:<arg2>:<arg3>,,Hours:Minutes:Seconds
946378336680,<arg1>:<arg2>,<arg1>:<arg2>,,Minutes:Seconds
528833407929,Camera,,,BindingsMenuCategory Default Camera Name
966864367707,Default,,,BindingsMenuCategory Default Default Name
607013881337,Game difficulty,,,ClassDef Default CommonGameSettings name
968127954818,Seed,,,ClassDef Default CommonGameSettings name
657915341595,Text used to generate seed. If empty a random (async) seed will be used.,,,ClassDef Default CommonGameSettings help
567633276594,Game Rules,,,ClassDef Default CommonGameSettings name
957452987296,Forced game rules,,,ClassDef Default CommonGameSettings name
745042998514,"If a rule is set to true, it is force enabled, false means force disabled.",,,ClassDef Default CommonGameSettings help
489594678705,"<color GedName><opt(TargetText,'',' ')></color><VarName><color GedName><opt(ValueText,' = ','')><color 0 128 0><opt(u(Comment),' ','')>","<color GedName><opt(TargetText,'',' ')></color><VarName><color GedName><opt(ValueText,' = ','')><color 0 128 0><opt(u(Comment),' ','')>",,PresetDef Build_Settings value
757555070861,"Use the Group property to define the ActorFXClass parent - all FX from the parent are inherited.

Entries in the Default group are considered top level and have no parents.",,,PresetDef ActorFXClassDef help
145449857928,Camera,,,PresetDef Camera default
820790154429,<em>NEW!</em> ,,,PresetDef DisplayPreset value
202962508484,"droid, 12",,,PresetDef TextStyle default
959743421223,Buy me a coffee,,,ModLinkDef BuyMeACoffee display_name
906349240178,Go fund me,,,ModLinkDef GoFundMe display_name
600813442235,Patreon,,,ModLinkDef Patreon display_name
438718754503,PayPal,,,ModLinkDef PayPal display_name
726133463128,Bitbucket,,,ModLinkDef Bitbucket display_name
201108242532,Github,,,ModLinkDef Github display_name
227853310028,Gitlab,,,ModLinkDef Gitlab display_name
246193250881,Discord,,,ModLinkDef Discord display_name
204821323993,Facebook,,,ModLinkDef Facebook display_name
288121601820,Instagram,,,ModLinkDef Instagram display_name
584767138531,Steam,,,ModLinkDef Steam display_name
700359671296,TikTok,,,ModLinkDef TikTok display_name
721067395835,X/Twitter,,,ModLinkDef XTwitter display_name
127341618668,YouTube,,,ModLinkDef YouTube display_name
654184428138,None,,,PhotoFilterPreset None description
802694458575,None,,,PhotoFilterPreset None display_name
265999916898,Black and White 1,,,PhotoFilterPreset BlackAndWhite1 description
271345617623,B&W 1,,,PhotoFilterPreset BlackAndWhite1 display_name
239091692687,Black and White 2,,,PhotoFilterPreset BlackAndWhite2 description
452465285255,B&W 2,,,PhotoFilterPreset BlackAndWhite2 display_name
663553818984,Black and White 3,,,PhotoFilterPreset BlackAndWhite3 description
288633521351,B&W 3,,,PhotoFilterPreset BlackAndWhite3 display_name
203834785616,Bleach Bypass,,,PhotoFilterPreset BleachBypass description
965604869626,Bleach Bypass,,,PhotoFilterPreset BleachBypass display_name
575543380238,A vivid effect,,,PhotoFilterPreset OrtonEffect description
330875391821,Orton,,,PhotoFilterPreset OrtonEffect display_name
550077700341,"droid, 15, bold",,,TextStyle AnimMetadataEditorTimeline TextFont
677066324472,"SchemeBk, 19",,,TextStyle BugReportScreenshot TextFont
540377112511,"droid, 18, bold",,,TextStyle Console TextFont
299680845876,"droid, 13, bold",,,TextStyle ConsoleLog TextFont
676833502715,"droid, 18",,,TextStyle DevMenuBar TextFont
658220415596,"droid, 16, bold",,,TextStyle EditorMapVariation TextFont
462336086331,"droid, 13",,,TextStyle EditorText TextFont
379507993149,"droid, 13, bold",,,TextStyle EditorTextBold TextFont
906142381584,"droid, 13, bold",,,TextStyle EditorTextBoldDarkMode TextFont
383557292126,"droid, 10",,,TextStyle EditorTextObject TextFont
694918354766,"droid, 16",,,TextStyle EditorToolbar TextFont
707495870796,"SchemeBk, 15",,,TextStyle GedButton TextFont
121437438175,"Inconsolata, 10, mono",,,TextStyle GedConsole TextFont
188380725313,"Inconsolata, 10, mono",,,TextStyle GedConsoleDarkMode TextFont
652883517412,"SchemeBk, 15",,,TextStyle GedDefault TextFont
790478701043,"SchemeBk, 15",,,TextStyle GedDefaultDarkMode TextFont
509845126220,"SchemeBk, 15",,,TextStyle GedDefaultDarkModeOutline TextFont
160098492013,"SchemeBk, 15",,,TextStyle GedDefaultWhite TextFont
682453582287,"SchemeBk, 15",,,TextStyle GedHighlight TextFont
853003495629,"SchemeBk, 13",,,TextStyle GedMultiLine TextFont
417624181884,"SchemeBk, 13",,,TextStyle GedMultiLineDarkMode TextFont
544822349038,"SchemeBk, 15",,,TextStyle GedName TextFont
770550214577,"SchemeBk, 12",,,TextStyle GedPropTexturePicker TextFont
279457643881,"droid, 13, bold",,,TextStyle GedPropertyName TextFont
647029962282,"droid, 13, bold",,,TextStyle GedPropertyNameDarkMode TextFont
117036373885,"SchemeBk, 15",,,TextStyle GedResetBtn TextFont
406478898071,"SchemeBk, 15",,,TextStyle GedScript TextFont
499673321480,"SchemeBk, 15",,,TextStyle GedScriptDarkMode TextFont
620826385810,"SchemeBk, 15",,,TextStyle GedSearchHighlight TextFont
366980479101,"SchemeBk, 15",,,TextStyle GedSearchHighlightPartial TextFont
226058743874,"SchemeBk, 13",,,TextStyle GedSmall TextFont
742947978519,"SchemeBk, 13",,,TextStyle GedSmallDarkMode TextFont
964644653008,"SchemeBk, 15",,,TextStyle GedTextPanel TextFont
823824662735,"SchemeBk, 15",,,TextStyle GedTextPanelDarkMode TextFont
530658180499,"SchemeBk, 21",,,TextStyle GedTitle TextFont
711863707650,"SchemeBk, 21",,,TextStyle GedTitleDarkMode TextFont
441681013080,"SchemeBk, 18",,,TextStyle GedTitleSmall TextFont
403223298234,"SchemeBk, 18",,,TextStyle GedTitleSmallDarkMode TextFont
490275285466,"SchemeBk, 15",,,TextStyle GedWarning TextFont
895197799725,"droid, 32, bold",,,TextStyle GizmoText TextFont
284328712097,"Source Sans Pro, 24, bold",,,TextStyle Heading1 TextFont
885335880759,"Source Sans Pro, 20, bold",,,TextStyle Heading2 TextFont
439585102447,"Source Sans Pro, 16, bold",,,TextStyle Heading3 TextFont
129096453581,"Source Sans Pro, 12, bold",,,TextStyle Heading4 TextFont
945938229604,"droid, 16",,,TextStyle InfoText TextFont
472948101028,"Inconsolata, 24, mono",,,TextStyle ProcMeshDefault TextFont
877487182310,"Inconsolata, 24, mono",,,TextStyle ProcMeshDefaultFX TextFont
816198892401,"droid, 16",,,TextStyle SoundSourceText TextFont
437851172926,"SchemeBk, 26",,,TextStyle UIAttachCursorText TextFont
198044104901,"LibelSuitRg, 22",,,TextStyle UICredits TextFont
713876112298,"LibelSuitRg, 30",,,TextStyle UICreditsCompanyName TextFont
153850155088,"droid, 30",,,TextStyle UIShowcaseButton TextFont
655271755526,"Scheme, 20",,,TextStyle UIShowcaseDescription TextFont
702532298589,"droid, 30",,,TextStyle UIShowcaseTitle TextFont
230778166687,"LibelSuitRg, 20, bold",,,TextStyle UISubtitles TextFont
427815072062,"SchemeBk, 18",,,TextStyle XEditorRolloverBold TextFont
693159462624,"SchemeBk, 18",,,TextStyle XEditorRolloverBoldDark TextFont
753399336176,"SchemeBk, 18",,,TextStyle XEditorToolbarDark TextFont
150733850563,"SchemeBk, 18",,,TextStyle XEditorToolbarLight TextFont
561040482961,"SchemeBk, 15",,,TextStyle red TextFont
808151841545,Checking for downloadable content... Please wait.,,,
619878690503,A downloadable content file appears to be damaged and cannot be loaded. Please delete it from the Memory section of the Dashboard and download it again.,,,error_message
313839116468,No Anim Metata,,,
857146618172,Use 'New Animation Metadata' button first,,,
1000852,Are you sure you want to restart the map? Any unsaved progress will be lost.,,,
354536203098,<RestartMapText()>,<RestartMapText()>,,
243864368637,<class>,<class>,,
912785185075,Hide/show all properties with default values,,,
496361185046,Hide/show internal names of properties,,,
185486815318,Hide/show alternative names,,,
894575298305,3/4 Camera,,,XTemplate AnimMetadataEditor ActionName
359840842466,Closest Camera,,,XTemplate AnimMetadataEditor ActionName
559840604851,Play,,,XTemplate AnimMetadataEditor ActionName
935415793424,Pause,,,XTemplate AnimMetadataEditor ActionName
767188814770,Loop,,,XTemplate AnimMetadataEditor ActionName
841740040948,Save,,,XTemplate AnimMetadataEditor ActionName
406804987029,Appearance Editor,,,XTemplate AnimMetadataEditor ActionName
419747557885,Open Preset Editor,,,XTemplate ClassDefEditor ActionName
642175611267,AI Think,,,XTemplate DumbAIDebug ActionName
300345162237,Clean-up Obsolete Assets,,,XTemplate GedArtSpecEditor ActionName
801994818389,Clean-up Obsolete Mappings,,,XTemplate GedArtSpecEditor ActionName
667525727814,Search for Entity Usage,,,XTemplate GedArtSpecEditor ActionName
209925725660,New inherit rule,,,XTemplate GedAutoAttachEditor ActionName
482590603919,New rule,,,XTemplate GedAutoAttachEditor ActionName
856192592411,View Demo Object,,,XTemplate GedAutoAttachEditor ActionName
918801280324,New Forbid Rule,,,XTemplate GedBuildingRulesEditor ActionName
795634046695,New,,,XTemplate GedCollectionsEditor ActionName
464711044764,Delete,,,XTemplate GedCollectionsEditor ActionName
254324150154,Lock,,,XTemplate GedCollectionsEditor ActionName
510925660723,Unlock,,,XTemplate GedCollectionsEditor ActionName
942266051490,Collect,,,XTemplate GedCollectionsEditor ActionName
268872113397,Uncollect,,,XTemplate GedCollectionsEditor ActionName
681862459100,Play State Animation,,,XTemplate GedEntityViewer ActionName
102690592778,Attach/Detach Object at selected Spot,,,XTemplate GedEntityViewer ActionName
463447631288,Tools,,,XTemplate GedFXEditor ActionName
540744150337,Use as filter,,,XTemplate GedFXEditor ActionName
851805571588,Check duplicates,,,XTemplate GedFXEditor ActionName
987510172530,Save,,,XTemplate GedFileEditor ActionName
658264891173,Save,,,XTemplate GedGridMarkerEditor ActionName
982004005762,Toggle Alpha Only,,,XTemplate GedImageViewer ActionName
283432759866,Create new operation,,,XTemplate GedMapGenEditor RolloverText
940323577396,File,,,XTemplate GedScriptEditor ActionName
755742229826,Save containing preset,,,XTemplate GedScriptEditor ActionName
448341630971,Test script,,,XTemplate GedScriptEditor ActionName
827990586334,Light model,,,XTemplate LightmodelEditor ActionName
791247269670,Take Screenshots,,,XTemplate LightmodelEditor ActionName
185656301873,Histograms,,,XTemplate LightmodelEditor ActionName
174683227646,File,,,XTemplate ModEditor ActionName
280146583573,Save,,,XTemplate ModEditor ActionName
595712252411,Open Folder,,,XTemplate ModEditor ActionName
727097690549,Export Translation Table,,,XTemplate ModEditor ActionName
906167416126,Pack Mod,,,XTemplate ModEditor ActionName
966025188900,Upload to Steam,,,XTemplate ModEditor RolloverText
131688119141,Uploading to Steam is unavailable,,,XTemplate ModEditor RolloverDisabledText
740063077677,Upload to Steam,,,XTemplate ModEditor ActionName
602897019334,Upload to Epic Games,,,XTemplate ModEditor RolloverText
584040368360,Uploading to Epic Games is unavailable,,,XTemplate ModEditor RolloverDisabledText
848185994514,Upload to Epic Games,,,XTemplate ModEditor ActionName
786174819535,Edit,,,XTemplate ModEditor ActionName
718930329684,Cut,,,XTemplate ModEditor ActionName
191389011800,Copy,,,XTemplate ModEditor ActionName
749315791356,Paste,,,XTemplate ModEditor ActionName
284844710474,Duplicate,,,XTemplate ModEditor ActionName
930594708322,-----,-----,,XTemplate ModEditor ActionName
556803322410,Move Out,,,XTemplate ModEditor ActionName
384052770742,Move In,,,XTemplate ModEditor ActionName
459268168316,Move Up,,,XTemplate ModEditor ActionName
203305089151,Move Down,,,XTemplate ModEditor ActionName
931048354633,Delete Item,,,XTemplate ModEditor ActionName
298776341838,-----,-----,,XTemplate ModEditor ActionName
704182154993,Undo,,,XTemplate ModEditor ActionName
825249904824,Redo,,,XTemplate ModEditor ActionName
649145838532,-----,-----,,XTemplate ModEditor ActionName
972701350134,Report a bug,,,XTemplate ModEditor ActionName
124350738980,Help,,,XTemplate ModEditor ActionName
650063819060,-----,-----,,XTemplate ModEditor ActionName
874097506037,Exit,,,XTemplate ModEditor ActionName
727038768556,New,,,XTemplate ModEditor ActionName
149723581950,Create new Mod Item,,,XTemplate ModEditor RolloverText
976724333601,Add selected items to New Folder,,,XTemplate ModEditor RolloverText
546151333667,File,,,XTemplate ModManager ActionName
687867043540,New Mod,,,XTemplate ModManager ActionName
719213652871,Load,,,XTemplate ModManager ActionName
814896034284,Unload,,,XTemplate ModManager ActionName
865079172599,Edit,,,XTemplate ModManager ActionName
954766070707,Delete Mod,,,XTemplate ModManager ActionName
954766070708,Game Log,,,XTemplate ModManager ActionName
871800305287,Exit,,,XTemplate ModManager ActionName
580953171470,Cheats,,,XTemplate ModManager ActionName
515768319493,Help,,,XTemplate ModManager ActionName
837177020258,Preferences,,,XTemplate ModManager ActionName
993218250056,Open Documentation on start (toggle),,,XTemplate ModManager ActionName
723619379046,Clone the selected preset in the selected mod so it can be modded.,,,XTemplate PresetEditor RolloverText
712323352797,File,,,XTemplate PrgEditor ActionName
360697141304,New Prg,,,XTemplate PrgEditor ActionName
916183504912,Save,,,XTemplate PrgEditor ActionName
330213008455,Edit,,,XTemplate PrgEditor ActionName
791671477037,Move Up,,,XTemplate PrgEditor ActionName
503417209595,Move Down,,,XTemplate PrgEditor ActionName
783481543051,Move Out,,,XTemplate PrgEditor ActionName
497045530704,Move In,,,XTemplate PrgEditor ActionName
113212469761,Delete,,,XTemplate PrgEditor ActionName
725875328081,Undo,,,XTemplate PrgEditor ActionName
922446426176,Redo,,,XTemplate PrgEditor ActionName
567507320026,-----,-----,,XTemplate PrgEditor ActionName
538499375745,Cut,,,XTemplate PrgEditor ActionName
770103851001,Copy,,,XTemplate PrgEditor ActionName
600145840118,Paste,,,XTemplate PrgEditor ActionName
809032530021,Duplicate,,,XTemplate PrgEditor ActionName
363353647533,Prg,,,XTemplate PrgEditor ActionName
498415903648,Object,,,XTemplate PrgEditor ActionName
459238074396,Move,,,XTemplate PrgEditor ActionName
163944698213,Slot,,,XTemplate PrgEditor ActionName
669051064939,Game,,,XTemplate PrgEditor ActionName
782379681327,Condition,,,XTemplate PrgEditor ActionName
690760718686,Click to toggle debug waypoints for units.,,,XTemplate PrgEditor RolloverText
951928076276,Toggle Waypoints,,,XTemplate PrgEditor RolloverTitle
364268835695,3/4 Camera,,,XTemplate SkinDecalEditor ActionName
902280187547,Closest Camera,,,XTemplate SkinDecalEditor ActionName
489899742099,Play,,,XTemplate SkinDecalEditor ActionName
508369568675,Pause,,,XTemplate SkinDecalEditor ActionName
709683926590,Loop,,,XTemplate SkinDecalEditor ActionName
771622886200,Save,,,XTemplate SkinDecalEditor ActionName
317310795730,Appearance Editor,,,XTemplate SkinDecalEditor ActionName
438032542247,Play,,,XTemplate SoundEditor ActionName
871289136594,New Sample,,,XTemplate SoundEditor ActionName
948732019662,File,,,XTemplate UnitAIEditor ActionName
556464891609,New Prg,,,XTemplate UnitAIEditor ActionName
162535700852,Save,,,XTemplate UnitAIEditor ActionName
434679393664,Force Save All,,,XTemplate UnitAIEditor ActionName
865980146926,Edit,,,XTemplate UnitAIEditor ActionName
185621365384,Move Up,,,XTemplate UnitAIEditor ActionName
111040886672,Move Down,,,XTemplate UnitAIEditor ActionName
984343171402,Move Out,,,XTemplate UnitAIEditor ActionName
346253453974,Move In,,,XTemplate UnitAIEditor ActionName
116422019899,Delete,,,XTemplate UnitAIEditor ActionName
586638531914,Undo,,,XTemplate UnitAIEditor ActionName
337422381388,Redo,,,XTemplate UnitAIEditor ActionName
205229988402,-----,-----,,XTemplate UnitAIEditor ActionName
661644791099,Cut,,,XTemplate UnitAIEditor ActionName
410671052718,Copy,,,XTemplate UnitAIEditor ActionName
161980212288,Paste,,,XTemplate UnitAIEditor ActionName
813358135659,Duplicate,,,XTemplate UnitAIEditor ActionName
520146974925,Prg,,,XTemplate UnitAIEditor ActionName
885408776889,Condition,,,XTemplate UnitAIEditor ActionName
925998964504,Object,,,XTemplate UnitAIEditor ActionName
128715807740,Move,,,XTemplate UnitAIEditor ActionName
106465668170,Execute,,,XTemplate UnitAIEditor ActionName
223759203414,Define,,,XTemplate UnitAIEditor ActionName
408752573312,<NodeColor><class> <color 128 128 128><Id><PlacementText>,<NodeColor><class> <color 128 128 128><Id><PlacementText>,,
976054118486,New Update Available,,,
754206455981,Download & Install,,,
727906756499,Download error,,,
937469723848,"Download failed, please try again later.",,,
770322265919,Roof Inclination,,,
285113360304,New,,,XTemplate GedRoomEditor ActionName
683738805190,View Object,,,XTemplate GedRoomEditor ActionName
521078061184,Controller,,,PS controller
424526275353,Wireless Controller,,,PS controller message
590606477665,Preset,,,
582113441661,A predefined settings preset for different levels of hardware performance.,,,
864821413961,Antialiasing,,,
110177097630,"Smooths out jagged edges, reduces shimmering, and improves overall visual quality.",,,
809013434667,Resolution Percent,,,
111324603062,"Reduces the internal resolution used to render the game, improving performance at the expense on visual quality.",,,
956327389735,Upscaling,,,
129568659116,Method used to convert rendering to display resolution.,,,
964510417589,Shadows,,,
500018129164,Affects the quality and visibility of in-game sun shadows.,,,
940888056560,Textures,,,
532136930067,Affects the resolution of in-game textures.,,,
946251115875,Anisotropy,,,
808058265518,Affects the clarity of textures viewed at oblique angles.,,,
871664438848,Terrain,,,
545382529099,Affects the quality of in-game terrain textures and geometry.,,,
318842515247,Effects,,,
563094626410,Affects the quality of in-game visual effects.,,,
484841493487,Lights,,,
307628509612,Affects the quality and visibility of in-game lights and shadows.,,,
682371259474,Postprocessing,,,
291876705355,Adds additional effects to improve the overall visual quality.,,,
668281727636,Bloom,,,
441093875283,"Simulates scattering light, creating a glow around bright objects.",,,
886248401356,Eye Adaptation,,,
663427521283,Affects the exposure of the image based on the brightess of the scene.,,,
177496557870,Creates a darker border around the edges for a more cinematic feel.,,,
364284725511,Chromatic Aberration,,,
584969955603,Simulates chromatic abberation due to camera lens imperfections around the image's edges for a more cinematic feel.,,,
739108258248,SSAO,,,
113014960666,Simulates the darkening ambient light by nearby objects to improve the depth and composition of the scene.,,,
743968865763,Reflections,,,
806489659507,Adjust the quality of in-game screen-space reflections.,,,
799060022637,View Distance,,,
987276010188,Affects how far the game will render objects and effects in the distance.,,,
595681486860,Object Detail,,,
351986265823,Affects the number of less important objects and the overall level of detail.,,,
717555024369,Framerate Counter,,,
773245251495,Displays a framerate counter in the upper-right corner of the screen.,,,
489981061317,Sharpness,,,
540870423363,Affects the sharpness of the image,,,
723387039210,Master Volume,,,
